"Key","Shared Comments","English(en)"
"goods.Config.Goods.T1Logs.logs","Used in Assets/Features\Goods\Config\Goods\T1_Logs.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Logs"
"goods.Config.Goods.T1Mussels.mussels","Used in Assets/Features\Goods\Config\Goods\T1_Mussels.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Mussels"
"goods.Config.Goods.T1RawOre.rawOre","Used in Assets/Features\Goods\Config\Goods\T1_RawOre.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Raw Ore"
"goods.Config.Goods.T1RawStone.rawStone","Used in Assets/Features\Goods\Config\Goods\T1_RawStone.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Raw Stone"
"goods.Config.Goods.T1Seaweed.seaweed","Used in Assets/Features\Goods\Config\Goods\T1_Seaweed.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Seaweed"
"goods.Config.Goods.T1Sheep.sheep","Used in Assets/Features\Goods\Config\Goods\T1_Sheep.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Sheep"
"goods.Config.Goods.T1Shells.shells","Used in Assets/Features\Goods\Config\Goods\T1_Shells.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Shells"
"goods.Config.Goods.T1Vegetables.vegetables","Used in Assets/Features\Goods\Config\Goods\T1_Vegetables.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Vegetables"
"goods.Config.Goods.T1WildGame.wildGame","Used in Assets/Features\Goods\Config\Goods\T1_WildGame.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Wild Game"
"goods.Config.Goods.T2BerryWine.berryWine","Used in Assets/Features\Goods\Config\Goods\T2_BerryWine.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Berry Wine"
"goods.Config.Goods.T2Bricks.bricks","Used in Assets/Features\Goods\Config\Goods\T2_Bricks.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Bricks"
"goods.Config.Goods.T2CutStone.cutStone","Used in Assets/Features\Goods\Config\Goods\T2_CutStone.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Cut Stone"
"goods.Config.Goods.T2DriedFish.driedFish","Used in Assets/Features\Goods\Config\Goods\T2_DriedFish.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Dried Fish"
"goods.Config.Goods.T2Flour.flour","Used in Assets/Features\Goods\Config\Goods\T2_Flour.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Flour"
"goods.Config.Goods.T2GoatWool.wool","Used in Assets/Features\Goods\Config\Goods\T2_GoatWool.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Wool"
"goods.Config.Goods.T2HerbalMedicine.herbalMedicine","Used in Assets/Features\Goods\Config\Goods\T2_HerbalMedicine.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Herbal Medicine"
"goods.Config.Goods.T2Iron.ironIngots","Used in Assets/Features\Goods\Config\Goods\T2_Iron.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Iron Ingots"
"goods.Config.Goods.T2Leather.leather","Used in Assets/Features\Goods\Config\Goods\T2_Leather.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Leather"
"goods.Config.Goods.T2Lime.lime","Used in Assets/Features\Goods\Config\Goods\T2_Lime.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Lime"
"goods.Config.Goods.T2Linen.linen","Used in Assets/Features\Goods\Config\Goods\T2_Linen.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Linen"
"goods.Config.Goods.T2Pearls.pearls","Used in Assets/Features\Goods\Config\Goods\T2_Pearls.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Pearls"
"goods.Config.Goods.T2Pickles.pickles","Used in Assets/Features\Goods\Config\Goods\T2_Pickles.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Pickles"
"goods.Config.Goods.T2Pigments.pigments","Used in Assets/Features\Goods\Config\Goods\T2_Pigments.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Pigments"
"goods.Config.Goods.T2Thatch.thatch","Used in Assets/Features\Goods\Config\Goods\T2_Thatch.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Thatch"
"goods.Config.Goods.T2WoodenPlanks.woodenPlanks","Used in Assets/Features\Goods\Config\Goods\T2_WoodenPlanks.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Wooden Planks"
"goods.Config.Goods.T3Bread.bread","Used in Assets/Features\Goods\Config\Goods\T3_Bread.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Bread"
"goods.Config.Goods.T3Ceramics.ceramics","Used in Assets/Features\Goods\Config\Goods\T3_Ceramics.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Ceramics"
"goods.Config.Goods.T3Furniture.furniture","Used in Assets/Features\Goods\Config\Goods\T3_Furniture.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Furniture"
"goods.Config.Goods.T3Jewelry.jewelry","Used in Assets/Features\Goods\Config\Goods\T3_Jewelry.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Jewelry"
"goods.Config.Goods.T3MedPacks.medicalRations","Used in Assets/Features\Goods\Config\Goods\T3_MedPacks.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Medical Rations"
"goods.Config.Goods.T3PaddedClothes.paddedClothing","Used in Assets/Features\Goods\Config\Goods\T3_PaddedClothes.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Padded Clothing"
"goods.Config.Goods.T3Provisions.provisions","Used in Assets/Features\Goods\Config\Goods\T3_Provisions.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Provisions"
"goods.Config.Goods.T3Tents.tents","Used in Assets/Features\Goods\Config\Goods\T3_Tents.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Tents"
"goods.Config.Goods.T3Tools.forgedTools","Used in Assets/Features\Goods\Config\Goods\T3_Tools.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Forged Tools"
"goods.Config.Goods.T3Weapons.weapons","Used in Assets/Features\Goods\Config\Goods\T3_Weapons.asset (GoodName line 15). Keep concise; preserve placeholders like {_TownName}.","Weapons"
"goods.Config.PriceModifierConfig.availability","Used in Assets/Features\Goods\Config\PriceModifierConfig.cs (C#). Keep concise and natural for players.","Availability"
"goods.Config.PriceModifierConfig.configData","Used in Assets/Features\Goods\Config\PriceModifierConfig.cs (C#). Keep concise and natural for players.","Config Data"
"goods.GoodTooltip.basePrice","Used in Assets/Features\Goods\GoodTooltip.prefab (m_text line 227). Keep concise; preserve placeholders like {_TownName}.","Base Price"
"goods.GoodTooltip.currentPrice","Used in Assets/Features\Goods\GoodTooltip.prefab (m_text line 69). Keep concise; preserve placeholders like {_TownName}.","Current Price"
"goods.GoodTooltip.rawOre","Used in Assets/Features\Goods\GoodTooltip.prefab (m_text line 870). Keep concise; preserve placeholders like {_TownName}.","Raw Ore"
"goods.PlayerGoodTooltip.avgPurchasePrice","Used in Assets/Features\Goods\PlayerGoodTooltip.prefab (m_text line 69). Keep concise; preserve placeholders like {_TownName}.","Avg Purchase Price"
"goods.Recipe.UI.RecipePanelItem.medicalRations","Used in Assets/Features\Goods\Recipe\UI\RecipePanelItem.prefab (m_text line 149). Keep concise; preserve placeholders like {_TownName}.","Medical Rations"
"goods.Recipe.UI.RecipePanelTier2RegionGroup.regionForest","Used in Assets/Features\Goods\Recipe\UI\RecipePanelTier2RegionGroup.prefab (m_text line 375). Keep concise; preserve placeholders like {_TownName}.","'Region: Forest'"
"goods.Recipe.UI.RecipePanelUI.bread","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 28919). Keep concise; preserve placeholders like {_TownName}.","Bread"
"goods.Recipe.UI.RecipePanelUI.bricks","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 39415). Keep concise; preserve placeholders like {_TownName}.","Bricks"
"goods.Recipe.UI.RecipePanelUI.ceramics","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 10983). Keep concise; preserve placeholders like {_TownName}.","Ceramics"
"goods.Recipe.UI.RecipePanelUI.clay","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 38360). Keep concise; preserve placeholders like {_TownName}.","Clay"
"goods.Recipe.UI.RecipePanelUI.cutStone","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 12465). Keep concise; preserve placeholders like {_TownName}.","Cut Stone"
"goods.Recipe.UI.RecipePanelUI.driedFish","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 4775). Keep concise; preserve placeholders like {_TownName}.","Dried Fish"
"goods.Recipe.UI.RecipePanelUI.fish","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 23616). Keep concise; preserve placeholders like {_TownName}.","Fish"
"goods.Recipe.UI.RecipePanelUI.flax","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 2710). Keep concise; preserve placeholders like {_TownName}.","Flax"
"goods.Recipe.UI.RecipePanelUI.flour","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 21862). Keep concise; preserve placeholders like {_TownName}.","Flour"
"goods.Recipe.UI.RecipePanelUI.forgedTools","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 14661). Keep concise; preserve placeholders like {_TownName}.","Forged Tools"
"goods.Recipe.UI.RecipePanelUI.furniture","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 8959). Keep concise; preserve placeholders like {_TownName}.","Furniture"
"goods.Recipe.UI.RecipePanelUI.grain","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 26996). Keep concise; preserve placeholders like {_TownName}.","Grain"
"goods.Recipe.UI.RecipePanelUI.hay","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 32275). Keep concise; preserve placeholders like {_TownName}.","Hay"
"goods.Recipe.UI.RecipePanelUI.herbalMedicine","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 31651). Keep concise; preserve placeholders like {_TownName}.","Herbal Medicine"
"goods.Recipe.UI.RecipePanelUI.herbs","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 10099). Keep concise; preserve placeholders like {_TownName}.","Herbs"
"goods.Recipe.UI.RecipePanelUI.ironIngots","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 1319). Keep concise; preserve placeholders like {_TownName}.","Iron Ingots"
"goods.Recipe.UI.RecipePanelUI.jewelry","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 40194). Keep concise; preserve placeholders like {_TownName}.","Jewelry"
"goods.Recipe.UI.RecipePanelUI.leather","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 461). Keep concise; preserve placeholders like {_TownName}.","Leather"
"goods.Recipe.UI.RecipePanelUI.lime","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 34876). Keep concise; preserve placeholders like {_TownName}.","Lime"
"goods.Recipe.UI.RecipePanelUI.linen","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 13094). Keep concise; preserve placeholders like {_TownName}.","Linen"
"goods.Recipe.UI.RecipePanelUI.logs","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 32647). Keep concise; preserve placeholders like {_TownName}.","Logs"
"goods.Recipe.UI.RecipePanelUI.medicalRations","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 21371). Keep concise; preserve placeholders like {_TownName}.","Medical Rations"
"goods.Recipe.UI.RecipePanelUI.mussels","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 16717). Keep concise; preserve placeholders like {_TownName}.","Mussels"
"goods.Recipe.UI.RecipePanelUI.paddedClothing","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 41520). Keep concise; preserve placeholders like {_TownName}.","Padded Clothing"
"goods.Recipe.UI.RecipePanelUI.pearls","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 42187). Keep concise; preserve placeholders like {_TownName}.","Pearls"
"goods.Recipe.UI.RecipePanelUI.pickles","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 28256). Keep concise; preserve placeholders like {_TownName}.","Pickles"
"goods.Recipe.UI.RecipePanelUI.pigments","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 6034). Keep concise; preserve placeholders like {_TownName}.","Pigments"
"goods.Recipe.UI.RecipePanelUI.productionChains","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 33303). Keep concise; preserve placeholders like {_TownName}.","Production Chains"
"goods.Recipe.UI.RecipePanelUI.provisions","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 11120). Keep concise; preserve placeholders like {_TownName}.","Provisions"
"goods.Recipe.UI.RecipePanelUI.rawOre","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 6979). Keep concise; preserve placeholders like {_TownName}.","Raw Ore"
"goods.Recipe.UI.RecipePanelUI.rawStone","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 20727). Keep concise; preserve placeholders like {_TownName}.","Raw Stone"
"goods.Recipe.UI.RecipePanelUI.seaweed","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 33905). Keep concise; preserve placeholders like {_TownName}.","Seaweed"
"goods.Recipe.UI.RecipePanelUI.shells","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 11567). Keep concise; preserve placeholders like {_TownName}.","Shells"
"goods.Recipe.UI.RecipePanelUI.tents","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 33015). Keep concise; preserve placeholders like {_TownName}.","Tents"
"goods.Recipe.UI.RecipePanelUI.thatch","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 26138). Keep concise; preserve placeholders like {_TownName}.","Thatch"
"goods.Recipe.UI.RecipePanelUI.vegetables","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 13678). Keep concise; preserve placeholders like {_TownName}.","Vegetables"
"goods.Recipe.UI.RecipePanelUI.weapons","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 41732). Keep concise; preserve placeholders like {_TownName}.","Weapons"
"goods.Recipe.UI.RecipePanelUI.wildGame","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 34739). Keep concise; preserve placeholders like {_TownName}.","Wild Game"
"goods.Recipe.UI.RecipePanelUI.woodenPlanks","Used in Assets/Features\Goods\Recipe\UI\RecipePanelUI.prefab (m_text line 8324). Keep concise; preserve placeholders like {_TownName}.","Wooden Planks"
"goods.Selector.AllGoodsSelector.forAllGoods","Used in Assets/Features\Goods\Selector\AllGoodsSelector.cs (C#). Keep concise and natural for players.","for all goods"
"goods.Selector.ComplexGoodSelector.all","Used in Assets/Features\Goods\Selector\ComplexGoodSelector.cs (C#). Keep concise and natural for players.","all"
"goods.Selector.ComplexGoodSelector.allRegions","Used in Assets/Features\Goods\Selector\ComplexGoodSelector.cs (C#). Keep concise and natural for players.","all regions"
"goods.Selector.ComplexGoodSelector.forAllGoodsFromOceans","Used in Assets/Features\Goods\Selector\ComplexGoodSelector.cs (C#). Keep concise and natural for players.","for all goods from Oceans"
"goods.Selector.ComplexGoodSelector.forGoodsFrom","Used in Assets/Features\Goods\Selector\ComplexGoodSelector.cs (C#). Keep concise and natural for players.","for {_Value1} goods from {_Value1}"
"goods.Selector.ComplexGoodSelector.forTier1GoodsFromOceansFieldsAnd","Used in Assets/Features\Goods\Selector\ComplexGoodSelector.cs (C#). Keep concise and natural for players.","for Tier1 goods from Oceans, Fields and Mountains"
"goods.Selector.ComplexGoodSelector.forTier2GoodsFromAllRegions","Used in Assets/Features\Goods\Selector\ComplexGoodSelector.cs (C#). Keep concise and natural for players.","for Tier2 goods from all regions"
"goods.Selector.SingleGoodSelector.for","Used in Assets/Features\Goods\Selector\SingleGoodSelector.cs (C#). Keep concise and natural for players.","for {_Value1}"
"goods.Selector.SingleGoodSelector.forBerries","Used in Assets/Features\Goods\Selector\SingleGoodSelector.cs (C#). Keep concise and natural for players.","for Berries"
"goods.Selector.SpecificGoodsSelector.for","Used in Assets/Features\Goods\Selector\SpecificGoodsSelector.cs (C#). Keep concise and natural for players.","for {_Value1}"
"goods.Selector.SpecificGoodsSelector.forBerriesLogsFlaxAndWheat","Used in Assets/Features\Goods\Selector\SpecificGoodsSelector.cs (C#). Keep concise and natural for players.","for Berries, Logs, Flax and Wheat"
"goods.UI.GoodTooltip.buysFor","Used in Assets/Features\Goods\UI\GoodTooltip.cs (C#). Keep concise and natural for players.","Buys for"
"goods.UI.GoodTooltip.sellsFor","Used in Assets/Features\Goods\UI\GoodTooltip.cs (C#). Keep concise and natural for players.","Sells for"
"goods.UI.GoodTooltip.thereIsNeitherABuyNorSell","Used in Assets/Features\Goods\UI\GoodTooltip.cs (C#). Keep concise and natural for players.","There is neither a buy nor sell price available in {_Value1} for {_Good}."
